,Unnamed: 0,summoner_a,summoner_b,position,win_rate,lane_kill_rate,kda,kill_participate,damage
1310,1310,墨菲特,瑟雷西,4,0.4897,0.418,0.41596638655462187,0.4827956989247312,
1311,1311,墨菲特,約瑞科,0,0.3478,0.5232,0.5659090909090909,0.5554054054054054,0.478906532439723
1312,1312,墨菲特,納帝魯斯,4,0.4957,0.3309,0.4439746300211416,0.4967602591792657,
1313,1313,墨菲特,納瑟斯,0,0.3881000000000001,0.4522,0.4845814977973569,0.5151515151515151,0.5336283429074018
1314,1314,墨菲特,索娜,4,0.6315999999999999,0.6,0.5282651072124757,0.4873150105708246,
1315,1315,墨菲特,索拉卡,4,0.4172,0.5991,0.4227005870841487,0.5599472990777338,
1316,1316,墨菲特,艾克,1,0.3881000000000001,,0.4036363636363637,0.4604989604989605,0.4408896819833025
1317,1317,墨菲特,艾克,2,0.4182,0.4789,0.4562899786780384,0.4764957264957265,0.4828268456972634
1318,1318,墨菲特,茂凱,0,0.4469,0.4594,0.4564393939393939,0.4912075029308324,0.4961086780663338
1319,1319,墨菲特,茂凱,4,0.5079,0.5804,0.4673913043478261,0.4866666666666666,
1320,1320,墨菲特,菲歐拉,0,0.5261,0.6002000000000001,0.633734939759036,0.5621761658031089,0.5312808884237455
1321,1321,墨菲特,葛雷夫,1,0.5700000000000001,,0.5306930693069306,0.5056526207605344,0.4901336137572683
1322,1322,墨菲特,葵恩,0,0.5586,0.6718000000000001,0.6383928571428571,0.5101070154577884,0.5131793232402437
1323,1323,墨菲特,蒙多醫生,0,0.4444,0.4779,0.5389610389610391,0.5238095238095238,0.4733308466989929
1324,1324,墨菲特,蓋倫,0,0.4701,0.3776,0.4919354838709678,0.5096030729833547,0.5080366531470633
1325,1325,墨菲特,薩科,4,0.4545,0.5283,0.4420131291028446,0.4637362637362638,
1326,1326,墨菲特,賈克斯,0,0.5573,0.6444,0.6658823529411765,0.5705128205128205,0.5487838290358915
1327,1327,墨菲特,賽勒斯,0,0.4035,0.334,0.4595842956120093,0.4607390300230947,0.44735921650926896
1328,1328,墨菲特,賽勒斯,2,0.37799999999999995,0.364,0.4248366013071895,0.4631685166498487,0.4620643696317504
1329,1329,墨菲特,賽特,0,0.4697,0.5493,0.5895691609977324,0.5477386934673367,0.5309504017733444
1330,1330,墨菲特,賽特,4,0.6176,0.4381,0.546875,0.5163329820864068,
1331,1331,墨菲特,路西恩,0,0.5489999999999999,0.6146,0.6855203619909502,0.5606258148631029,0.5092927450548761
1332,1332,墨菲特,路西恩,2,0.5263,0.5493,0.6008676789587852,0.5195094760312151,0.5026247087555793
1333,1333,墨菲特,辛吉德,0,0.5,0.7143,0.6182212581344902,0.5384615384615384,0.5062889518413598
1334,1334,墨菲特,逆命,2,0.5082,0.4861,0.512720156555773,0.5051440329218106,0.5278787539846764
1335,1335,墨菲特,達瑞斯,0,0.488,0.456,0.5465116279069768,0.5292652552926526,0.5227590723705755
1336,1336,墨菲特,鄂爾,0,0.4498,0.4094,0.4526748971193416,0.4952038369304556,0.5071393096597964
1337,1337,墨菲特,銳空,4,0.58,0.5417000000000001,0.4344569288389513,0.5326215895610913,
1338,1338,墨菲特,阿卡莉,0,0.5403,0.4131,0.5550561797752809,0.4955863808322825,0.491212191988789
1339,1339,墨菲特,阿卡莉,2,0.4815,0.4113,0.5175257731958763,0.5077399380804953,0.5151260931462274
1340,1340,墨菲特,阿璃,2,0.4174000000000001,0.4611,0.44421487603305787,0.490566037735849,0.4721064485231303
1341,1341,墨菲特,雷尼克頓,0,0.4945000000000001,0.4344,0.5263157894736842,0.5047846889952153,0.519486118296258
1342,1342,墨菲特,雷歐娜,4,0.4391,0.3675,0.4024640657084189,0.48859934853420206,
1343,1343,墨菲特,雷玟,0,0.5538000000000001,0.3933,0.5379464285714286,0.5296296296296296,0.5091339648173207
1344,1344,墨菲特,雷葛爾,0,0.4876,0.4304,0.5132743362831859,0.4880382775119617,0.4965509690134676
1345,1345,墨菲特,露璐,4,0.4599,0.4531,0.40037593984962394,0.4977678571428572,
1346,1346,墨菲特,飛斯,2,0.4639,0.3861,0.3852295409181637,0.4682139253279516,0.4961512423839731
1347,1347,墨菲特,魔甘娜,4,0.445,0.4039,0.3911205073995772,0.4756637168141593,
1348,1348,墨菲特,魔鬥凱薩,0,0.4902,0.30210000000000004,0.5170842824601366,0.4948717948717949,0.43214514288894457
1349,1349,墨菲特,黛安娜,2,0.4299,0.3793,0.5105042016806723,0.50920245398773,0.4753885693305593
1350,1350,墨菲特,齊勒斯,4,0.4286,0.4058,0.4224719101123596,0.4624724061810155,
1351,1351,夜曲,伊瑞莉雅,0,0.6043999999999999,0.5285,0.5879265091863517,0.5185185185185186,0.5390704171345622
1352,1352,夜曲,伊瑞莉雅,2,0.5714,0.5932999999999999,0.6036036036036035,0.5442386831275721,0.5533506049517908
1353,1353,夜曲,伊芙琳,1,0.4676,,0.4065510597302505,0.4585365853658537,0.42876820149547423
1354,1354,夜曲,伊莉絲,1,0.4745,,0.4699792960662526,0.48,0.4893376735534445
1355,1355,夜曲,加里歐,2,0.5843,0.8,0.5047984644913628,0.5081809432146294,0.5470984254159016
1356,1356,夜曲,努努和威朗普,1,0.5222,,0.4752293577981652,0.4657919400187441,0.6007927955665024
1357,1357,夜曲,劫,2,0.5,0.4771,0.4662309368191722,0.4984193888303477,0.4541775225760757
1358,1358,夜曲,勒布朗,2,0.5381,0.3532,0.3874755381604697,0.4749733759318424,0.4616542147363975
1359,1359,夜曲,卡力斯,1,0.4634,,0.4163346613545817,0.4974567650050865,0.4415890713060525
1360,1360,夜曲,卡爾瑟斯,1,0.4516,,0.4786324786324787,0.457807953443259,0.3836909871244635
1361,1361,夜曲,卡特蓮娜,2,0.48,0.4173,0.4360587002096437,0.4655674102812804,0.4552708529513803
1362,1362,夜曲,卡莎碧雅,2,0.5417000000000001,0.5640999999999999,0.5082987551867221,0.5091649694501018,0.4614771177938415
1363,1363,夜曲,卡薩丁,2,0.5027,0.77,0.489908256880734,0.5118434603501545,0.5078277162791844
1364,1364,夜曲,厄薩斯,0,0.569,0.5585,0.5063291139240506,0.5148514851485148,0.5328033571724097
1365,1365,夜曲,古拉格斯,1,0.3924,,0.41231343283582095,0.4914572864321608,0.4846202134337728
1366,1366,夜曲,史瓦妮,1,0.5075000000000001,,0.4014466546112116,0.4613095238095238,0.5459547888161809
1367,1367,夜曲,嘉文四世,1,0.4585,,0.4032846715328467,0.44808743169398907,0.5637097376877662
1368,1368,夜曲,塔隆,2,0.5146000000000001,0.5498,0.4647302904564316,0.4903100775193798,0.4855814647243077
1369,1369,夜曲,奈德麗,1,0.5707,,0.4823284823284822,0.4714142427281846,0.4509810166900242
1370,1370,夜曲,奧莉安娜,2,0.5106,0.5,0.4168260038240918,0.4858012170385396,0.4512350532794664
1371,1371,夜曲,姬亞娜,2,0.5147,0.5757,0.490405117270789,0.49131767109295205,0.4840236686390533
1372,1372,夜曲,安妮,2,0.4333,0.5542,0.4645161290322581,0.490566037735849,0.4287133251833741
1373,1373,夜曲,希瓦娜,1,0.4651,,0.45,0.4863773965691222,0.4438304093567251
1374,1374,夜曲,庫奇,2,0.5446,0.5072,0.500945179584121,0.481064483111566,0.4047282055818479
1375,1375,夜曲,弗拉迪米爾,2,0.5054,0.5152,0.5070993914807302,0.5223880597014926,0.4679804173672238
1376,1376,夜曲,悟空,1,0.5052000000000001,,0.4532224532224532,0.4828282828282828,0.5076173483392808
1377,1377,夜曲,慨影,1,0.4932,,0.4764957264957265,0.482,0.4638351803819854
1378,1378,夜曲,拉姆斯,1,0.4299,,0.4071294559099437,0.4764705882352942,0.516395052032201
1379,1379,夜曲,易大師,1,0.4766,,0.5640449438202247,0.5133120340788072,0.4954198473282443
1380,1380,夜曲,星朵拉,2,0.5,0.4382,0.4605543710021322,0.4899257688229056,0.4376502075595368
1381,1381,夜曲,札克,1,0.4756,,0.3722044728434505,0.4780534351145038,0.5371845053313538
1382,1382,夜曲,李星,1,0.4938,,0.4577603143418468,0.4820213799805637,0.5290458656561684
1383,1383,夜曲,杰西,2,0.58,0.5775,0.5360169491525424,0.4918533604887984,0.4596364671823834
1384,1384,夜曲,柔依,2,0.5192,0.3801,0.4323232323232323,0.4917695473251029,0.4352137782129497
1385,1385,夜曲,歐拉夫,1,0.4299,,0.4276985743380856,0.4808080808080808,0.4628481983133146
1386,1386,夜曲,沃維克,1,0.4359000000000001,,0.4584221748400853,0.4965853658536585,0.5336796977183549
1387,1387,夜曲,潘森,2,0.4323,0.4221,0.39658848614072495,0.4704743465634075,0.4704686019947624
1388,1388,夜曲,特朗德,1,0.5095000000000001,,0.3953488372093023,0.4745098039215686,0.5561814519137507
1389,1389,夜曲,犽宿,2,0.5729,0.5934,0.5949656750572082,0.5270988310308183,0.5216947844304775
1390,1390,夜曲,艾克,1,0.4732,,0.42913385826771655,0.4746772591857002,0.4505117485944933
1391,1391,夜曲,艾克,2,0.5075999999999999,0.5397,0.4633663366336633,0.4913353720693171,0.4921547982845844
1392,1392,夜曲,菲艾,1,0.4805,,0.4736842105263158,0.4902807775377971,0.5016938386618675
1393,1393,夜曲,葛雷夫,1,0.4829,,0.4592274678111588,0.4915611814345991,0.4486432825943084
1394,1394,夜曲,薩科,1,0.5664,,0.4475806451612903,0.4824016563146998,0.50394843412527
1395,1395,夜曲,費德提克,1,0.4894,,0.4799196787148594,0.4803921568627451,0.4718312057180312
1396,1396,夜曲,賈克斯,1,0.5506000000000001,,0.5128755364806867,0.5021551724137929,0.5065625745747111
1397,1397,夜曲,賽勒斯,1,0.4759000000000001,,0.4576271186440677,0.4770459081836328,0.4739933393884347
1398,1398,夜曲,賽勒斯,2,0.5363,0.6144,0.5053304904051173,0.4974823766364552,0.5118104118104118
1399,1399,夜曲,賽特,1,0.5185000000000001,,0.4498933901918977,0.5015706806282723,0.5251795977011494
1400,1400,夜曲,赫克林,1,0.4815,,0.3457760314341847,0.4488348530901721,0.471997052321297
1401,1401,夜曲,趙信,1,0.4677000000000001,,0.47926267281106,0.5089192025183631,0.5059334496084266
1402,1402,夜曲,路西恩,2,0.5700999999999999,0.4416,0.5531914893617021,0.5092091007583965,0.4627440770632648
1403,1403,夜曲,逆命,2,0.5347,0.6976,0.5019455252918288,0.5117948717948718,0.5243639372358972
1404,1404,夜曲,達瑞斯,0,0.4521,0.5135000000000001,0.4793814432989691,0.5417721518987342,0.5516386072613401
1405,1405,夜曲,鄂爾,0,0.5,0.6451,0.4449152542372881,0.5249130938586326,0.5457506247016874
1406,1406,夜曲,鏡爪,1,0.4714,,0.4684684684684685,0.4799588900308325,0.4791094103322317
1407,1407,夜曲,阿卡莉,2,0.5733,0.3708,0.4442060085836909,0.4747162022703818,0.4688853614571282
1408,1408,夜曲,阿姆姆,1,0.4746,,0.4913419913419914,0.4949186991869919,0.5018443882778878
1409,1409,夜曲,阿璃,2,0.465,0.433,0.3967935871743487,0.4841772151898734,0.453249382853022
1410,1410,夜曲,雷尼克頓,0,0.4808,0.5614,0.4592592592592593,0.5059523809523809,0.5281757156451737
1411,1411,夜曲,雷尼克頓,2,0.4717,0.4074,0.4572748267898383,0.5160944206008584,0.5137340078934124
1412,1412,夜曲,雷珂煞,1,0.4463,,0.4593495934959349,0.4957264957264957,0.5189413777451904
1413,1413,夜曲,雷茲,2,0.5179,0.6666,0.4786821705426357,0.5193717277486911,0.4494561820227528
1414,1414,夜曲,飛斯,2,0.5669,0.4945000000000001,0.44421487603305787,0.4918367346938776,0.4966926121722498
1415,1415,夜曲,馬爾札哈,2,0.5476,0.7529,0.5786163522012578,0.5166487647690655,0.4928424203066324
1416,1416,夜曲,魔鬥凱薩,0,0.5758,0.6274000000000001,0.5809768637532133,0.5523329129886507,0.5192784277563253
1417,1417,夜曲,麗珊卓,2,0.5441,0.7209,0.5,0.4883720930232559,0.4661048528105025
1418,1418,夜曲,黛安娜,2,0.5228,0.5085000000000001,0.4915611814345992,0.5111561866125761,0.4850949891623104
1419,1419,夜曲,齊勒斯,2,0.4906,0.5,0.4273504273504274,0.5005202913631634,0.4465182727314623
1420,1420,奈德麗,伊芙琳,1,0.4658,,0.463768115942029,0.4930278884462151,0.454149528187757
1421,1421,奈德麗,伊莉絲,1,0.4687,,0.4881422924901186,0.5130434782608696,0.5290497374318494
1422,1422,奈德麗,努努和威朗普,1,0.4502,,0.4773109243697479,0.4990825688073394,0.6131499004853521
1423,1423,奈德麗,卡力斯,1,0.5025000000000001,,0.4873417721518987,0.5146612740141556,0.4999030569378918
1424,1424,奈德麗,卡爾瑟斯,1,0.5102,,0.5595959595959595,0.4906191369606004,0.4280464167946233
1425,1425,奈德麗,卡蜜兒,1,0.5094,,0.5064935064935066,0.5014577259475218,0.5284555382215289
1426,1426,奈德麗,古拉格斯,1,0.5092,,0.4971428571428571,0.5143139190523198,0.5503093128239425
1427,1427,奈德麗,史瓦妮,1,0.5534,,0.4885361552028219,0.5205741626794258,0.6106815382509923
1428,1428,奈德麗,嘉文四世,1,0.5084000000000001,,0.4518388791593696,0.4676131322094056,0.6040905508990615
1429,1429,奈德麗,埃爾文,1,0.5185000000000001,,0.3921232876712329,0.5197505197505198,0.6362557735497267
1430,1430,奈德麗,塔莉雅,1,0.5342,,0.4970414201183432,0.4879459980713597,0.4648059310946359
1431,1431,奈德麗,夜曲,1,0.4308,,0.5145228215767634,0.5271084337349398,0.547041212816103
1432,1432,奈德麗,希瓦娜,1,0.4832,,0.4883720930232558,0.5157680569684638,0.4682132901717471
1433,1433,奈德麗,弗力貝爾,1,0.4405,,0.4490161001788909,0.4966949952785646,0.5665569369426955
1434,1434,奈德麗,悟空,1,0.4836,,0.4940000000000001,0.5063788027477919,0.5408484686013002
1435,1435,奈德麗,慨影,1,0.4795,,0.5187499999999999,0.5048732943469786,0.4968844578956738
1436,1436,奈德麗,拉姆斯,1,0.4631,,0.5,0.5098039215686275,0.6005525759791971
1437,1437,奈德麗,易大師,1,0.4277,,0.5369565217391306,0.5174180327868853,0.4878632921224675
1438,1438,奈德麗,札克,1,0.4883,,0.4380165289256198,0.505283381364073,0.5865428183053919
1439,1439,奈德麗,李星,1,0.4983,,0.4806949806949808,0.4976392823418319,0.5618849618849618
1440,1440,奈德麗,歐拉夫,1,0.5532,,0.5752032520325203,0.5388397246804327,0.5347748960117445
1441,1441,奈德麗,沃維克,1,0.4245,,0.5112016293279021,0.522488038277512,0.5892792106744363
1442,1442,奈德麗,波比,1,0.4270000000000001,,0.3820840950639854,0.5,0.529405847639485
1443,1443,奈德麗,潘森,1,0.5909000000000001,,0.5564516129032258,0.5268817204301075,0.5732773697096887
1444,1444,奈德麗,烏迪爾,1,0.4821,,0.5594262295081968,0.5595116988809766,0.5505142971272594
1445,1445,奈德麗,特朗德,1,0.462,,0.4524207011686143,0.51434034416826,0.634242910647405
1446,1446,奈德麗,艾克,1,0.5022,,0.4961977186311787,0.5038314176245211,0.4998553408170351
1447,1447,奈德麗,菲艾,1,0.45,,0.5368421052631579,0.5255255255255254,0.5383940786473498
1448,1448,奈德麗,葛雷夫,1,0.4875,,0.5108055009823183,0.5168986083499006,0.5051506936692712
1449,1449,奈德麗,蒙多醫生,1,0.4444,,0.5506072874493927,0.5338809034907597,0.5164708670481092
1450,1450,奈德麗,薩科,1,0.4406000000000001,,0.4523326572008114,0.493583415597236,0.5156631085489848
1451,1451,奈德麗,費德提克,1,0.528,,0.5009487666034156,0.5082125603864734,0.5075698137331822
1452,1452,奈德麗,賈克斯,1,0.5029,,0.5746421267893659,0.5529290853031861,0.5788904899135446
1453,1453,奈德麗,賽勒斯,1,0.4987,,0.5195876288659794,0.5112855740922473,0.5103835526902166
1454,1454,奈德麗,賽特,1,0.5366,,0.5653021442495126,0.5335929892891919,0.5746108427267848
1455,1455,奈德麗,赫克林,1,0.5075999999999999,,0.45,0.4957825679475165,0.5289345093580011
1456,1456,奈德麗,趙信,1,0.458,,0.5105932203389829,0.5114885114885116,0.5290600013438151
1457,1457,奈德麗,鏡爪,1,0.4764,,0.5142857142857142,0.4966698382492865,0.4914998794309139
1458,1458,奈德麗,阿姆姆,1,0.5143,,0.5205761316872428,0.5242424242424242,0.5562427784952083
1459,1459,奈德麗,雷珂煞,1,0.5202,,0.5133079847908746,0.5084745762711864,0.5554941066675884
1460,1460,奈德麗,雷葛爾,1,0.4795,,0.5022026431718062,0.5173783515392254,0.4816245816854274
1461,1461,奧莉安娜,伊瑞莉雅,2,0.509,0.33380000000000004,0.5804347826086956,0.5262054507337526,0.5203583954405963
1462,1462,奧莉安娜,加里歐,2,0.5275,0.5943999999999999,0.5325542570951586,0.5163147792706334,0.5477116276390449
1463,1463,奧莉安娜,劫,2,0.5,0.4269,0.5310621242484971,0.5079197465681098,0.4724628712871287
1464,1464,奧莉安娜,勒布朗,2,0.5246000000000001,0.5044,0.4564459930313589,0.4979381443298969,0.5104760916917332
1465,1465,奧莉安娜,卡特蓮娜,2,0.4805,0.4217,0.5159362549800797,0.4985192497532083,0.4936591012027578
1466,1466,奧莉安娜,卡莎碧雅,2,0.5223,0.5674,0.604735883424408,0.5412262156448203,0.529527406296076
1467,1467,奧莉安娜,卡薩丁,2,0.5263,0.6224000000000001,0.5285451197053408,0.5294117647058824,0.5256301631010379
1468,1468,奧莉安娜,塔隆,2,0.4448,0.4719,0.5381679389312977,0.5188679245283019,0.5262091873936644
1469,1469,奧莉安娜,夜曲,2,0.5052000000000001,0.5,0.5869980879541108,0.5146909827760892,0.5488937633709752
1470,1470,奧莉安娜,姬亞娜,2,0.5229,0.5437,0.5458089668615984,0.5074775672981057,0.5323514946171922
1471,1471,奧莉安娜,安妮,2,0.4773,0.5213,0.5741811175337187,0.5149700598802395,0.4879151157731909
1472,1472,奧莉安娜,寇格魔,2,0.6167,0.6609999999999999,0.6169064748201438,0.5437837837837838,0.4771651284013199
1473,1473,奧莉安娜,希格斯,2,0.5185000000000001,0.7587,0.5966666666666667,0.5403472931562818,0.4380117095472464
1474,1474,奧莉安娜,庫奇,2,0.56,0.6923,0.6097972972972973,0.5184815184815185,0.4718694589543298
1475,1475,奧莉安娜,弗拉迪米爾,2,0.5699000000000001,0.6124,0.6170598911070779,0.5504885993485342,0.5560346916032753
1476,1476,奧莉安娜,拉克絲,2,0.5,0.4396,0.5072202166064982,0.5068062827225129,0.4859151430842608
1477,1477,奧莉安娜,星朵拉,2,0.4831,0.33840000000000003,0.5324427480916031,0.5160621761658031,0.4618357960661513
1478,1478,奧莉安娜,杰西,2,0.4648,0.4516,0.5598526703499079,0.5,0.4495599015802957
1479,1479,奧莉安娜,柔依,2,0.5261,0.3644,0.5094339622641509,0.5041407867494825,0.4669020300088261
1480,1480,奧莉安娜,派克,2,0.5156000000000001,0.5146999999999999,0.3985765124555161,0.5036101083032489,0.570484158551639
1481,1481,奧莉安娜,潘森,2,0.5677000000000001,0.4454,0.5519230769230771,0.5097087378640777,0.5538986909504838
1482,1482,奧莉安娜,犽宿,2,0.5423,0.4495,0.6363636363636364,0.5466237942122186,0.5190465328467153
1483,1483,奧莉安娜,維克特,2,0.505,0.4355,0.5585585585585585,0.5138297872340425,0.4400307852727228
1484,1484,奧莉安娜,維迦,2,0.3827,0.4615,0.468503937007874,0.4962080173347779,0.4937085749792875
1485,1485,奧莉安娜,艾克,2,0.4275,0.4306,0.5,0.5102669404517454,0.5088309294272975
1486,1486,奧莉安娜,艾妮維亞,2,0.5822999999999999,0.4737,0.5315315315315315,0.5355603448275862,0.5541774110366168
1487,1487,奧莉安娜,藍寶,2,0.5732,0.5097999999999999,0.584717607973422,0.5089285714285714,0.5143081144649158
1488,1488,奧莉安娜,賽勒斯,2,0.5363,0.4622,0.5670731707317074,0.5141129032258064,0.538299331825919
1489,1489,奧莉安娜,路西恩,2,0.5464,0.4317,0.6140350877192983,0.5324123273113709,0.4901096621989474
1490,1490,奧莉安娜,逆命,2,0.4745,0.6895,0.5544041450777202,0.5309017223910841,0.5613065040186969
1491,1491,奧莉安娜,阿卡莉,2,0.5842,0.3795,0.5315682281059063,0.5131004366812227,0.5419683491932147
1492,1492,奧莉安娜,阿璃,2,0.5173,0.5389,0.5071684587813621,0.5191919191919192,0.5213598865009721
1493,1493,奧莉安娜,阿祈爾,2,0.6058,0.4794,0.6134615384615385,0.5293489861259338,0.4856849841893856
1494,1494,奧莉安娜,雷茲,2,0.5556,0.7826000000000001,0.6168384879725085,0.5294725956566702,0.512054721934536
1495,1495,奧莉安娜,飛斯,2,0.5035000000000001,0.4193,0.4863281250000001,0.5063025210084033,0.5299234420876437
1496,1496,奧莉安娜,馬爾札哈,2,0.4914,0.6341,0.5721830985915494,0.5185589519650655,0.4862585034013606
1497,1497,奧莉安娜,麗珊卓,2,0.5965,0.7881999999999999,0.5716878402903811,0.5155155155155154,0.5359083991593594
1498,1498,奧莉安娜,黛安娜,2,0.471,0.3877,0.5480769230769231,0.5160320641282565,0.5108001526523344
1499,1499,奧莉安娜,齊勒斯,2,0.5789,0.5059,0.4937694704049844,0.4772727272727273,0.4205578635014837
1500,1500,好運姐,卡瑪,4,0.5172,0.3736,0.4166666666666666,0.4725415070242657,
1501,1501,好運姐,姍娜,4,0.4074,0.3939,0.3777335984095428,0.44695259593679465,
1502,1502,好運姐,娜米,4,0.31370000000000003,0.4348,0.2940226171243942,0.4982698961937717,
1503,1503,好運姐,布里茨,4,0.4371,0.3059,0.4099783080260303,0.5045871559633027,
1504,1504,好運姐,悠咪,4,0.3611,0.2486,0.25611510791366904,0.4543404735062007,
1505,1505,好運姐,拉克絲,4,0.4205,0.4304,0.4334038054968287,0.4735062006764374,
1506,1506,好運姐,極靈,4,0.2453,0.4571,0.2943262411347517,0.4744027303754266,
1507,1507,好運姐,派克,4,0.4038000000000001,0.287,0.3866348448687352,0.4735062006764374,
1508,1508,好運姐,珍娜,4,0.3725,0.2933,0.32684824902723736,0.4722921914357682,
1509,1509,好運姐,瑟雷西,4,0.4532,0.3974,0.4273318872017353,0.5168408826945413,
1510,1510,好運姐,納帝魯斯,4,0.4419,0.2876,0.42197802197802203,0.5063145809414467,
1511,1511,好運姐,索拉卡,4,0.4118,0.35229999999999995,0.35907335907335913,0.5413105413105412,
1512,1512,好運姐,賽特,4,0.5294,0.3256,0.5048780487804878,0.4947735191637631,
1513,1513,好運姐,雷歐娜,4,0.3770000000000001,0.38,0.39958158995815896,0.5,
1514,1514,好運姐,露璐,4,0.36,0.3793,0.3160813308687616,0.4567600487210719,
1515,1515,好運姐,魔甘娜,4,0.4685,0.4598,0.4328358208955224,0.5137614678899083,
1516,1516,好運姐,齊勒斯,4,0.4396,0.4157,0.42824601366742604,0.4642032332563511,
1517,1517,妮可,亞歷斯塔,4,0.5489999999999999,0.5165,0.5010752688172043,0.4921968787515006,
1518,1518,妮可,伊瑞莉雅,2,0.6,0.4478,0.5787139689578714,0.5231277533039648,0.5273383364275815
1519,1519,妮可,加里歐,2,0.6226,0.7,0.5396825396825397,0.4667338709677419,0.5413644672445309
1520,1520,妮可,劫,2,0.4962,0.5056,0.5437100213219617,0.4897297297297297,0.472481646106977
1521,1521,妮可,勒布朗,2,0.4370000000000001,0.5422,0.3909465020576132,0.4647122692725298,0.4860696115642413
1522,1522,妮可,卡特蓮娜,2,0.6133,0.5,0.5412262156448202,0.48,0.4919317420219622
1523,1523,妮可,卡瑪,4,0.5313,0.6364,0.5055187637969095,0.4805825242718447,
1524,1524,妮可,卡莎碧雅,2,0.3906000000000001,0.5932,0.5193482688391038,0.5272525027808675,0.4940500510725229
1525,1525,妮可,卡薩丁,2,0.3962,0.58,0.4345114345114344,0.4874141876430206,0.4653098282514943
1526,1526,妮可,塔隆,2,0.5,0.6106,0.5375,0.5054585152838428,0.5176665078875844
1527,1527,妮可,姍娜,4,0.4889,0.6043999999999999,0.44467640918580376,0.4566115702479338,
1528,1528,妮可,巴德,4,0.4808,0.5854,0.4329670329670329,0.4794952681388013,
1529,1529,妮可,布里茨,4,0.4234000000000001,0.4134000000000001,0.3834080717488789,0.4866434378629501,
1530,1530,妮可,庫奇,2,0.5079,0.7414000000000001,0.5592233009708737,0.4829787234042553,0.4481459189281135
1531,1531,妮可,弗拉迪米爾,2,0.4478,0.5536,0.48665297741273106,0.5052508751458576,0.4955132935043915
1532,1532,妮可,悠咪,4,0.5646,0.4783,0.36463223787167454,0.4983277591973244,
1533,1533,妮可,拉克絲,4,0.6429,0.528,0.4927536231884058,0.4800884955752212,
1534,1534,妮可,星朵拉,2,0.4727000000000001,0.4329,0.4645833333333334,0.4766454352441614,0.4313353657072901
1535,1535,妮可,柔依,2,0.30770000000000003,0.3625,0.38264299802761337,0.4938271604938271,0.4088051773329313
1536,1536,妮可,派克,4,0.4457,0.4878,0.4475524475524476,0.4885496183206107,
1537,1537,妮可,潘森,2,0.5439,0.4426,0.4749034749034749,0.4650455927051672,0.5209278438757169
1538,1538,妮可,犽宿,2,0.5196000000000001,0.5139,0.6297117516629712,0.5272727272727272,0.4946944444444445
1539,1539,妮可,瑟雷西,4,0.4603,0.5045000000000001,0.4260485651214128,0.4895947426067908,
1540,1540,妮可,納帝魯斯,4,0.5773,0.4633,0.5439814814814815,0.5591133004926109,
1541,1541,妮可,索拉卡,4,0.4545,0.5481,0.3798767967145791,0.5263157894736842,
1542,1542,妮可,艾克,2,0.386,0.4375,0.4651639344262295,0.5131164742917104,0.5127411721878413
1543,1543,妮可,賽勒斯,2,0.4361,0.5222,0.5022522522522523,0.4994652406417113,0.5260238696578022
1544,1544,妮可,賽特,4,0.5789,0.4095,0.5511111111111111,0.5143184421534936,
1545,1545,妮可,逆命,2,0.5273,0.6144,0.4727954971857411,0.4774869109947644,0.5209430446406871
1546,1546,妮可,達瑞斯,0,0.4762,0.4098,0.4824797843665769,0.5317348377997179,0.5636862984436986
1547,1547,妮可,阿卡莉,2,0.5781000000000001,0.4778,0.5412844036697249,0.5137211855104281,0.52928185408439
1548,1548,妮可,阿璃,2,0.4444,0.4654,0.4448979591836735,0.4849785407725322,0.4792623059572774
1549,1549,妮可,雷歐娜,4,0.5321,0.5091490850914908,0.4976415094339622,0.5561797752808989,
1550,1550,妮可,露璐,4,0.5152,0.4701,0.4014336917562724,0.5051664753157291,
1551,1551,妮可,飛斯,2,0.6364,0.514,0.5311203319502075,0.4974039460020768,0.5347102360822631
1552,1552,妮可,魔甘娜,4,0.4651,0.5058,0.4,0.44678362573099417,
1553,1553,妮可,黛安娜,2,0.4783,0.4819,0.5430327868852459,0.5186813186813187,0.4864822911546322
1554,1554,妮可,齊勒斯,4,0.5405,0.4324567543245676,0.4252336448598131,0.4448275862068966,
1555,1555,姍娜,亞歷斯塔,4,0.5161,0.4339,0.5192660550458715,0.5535524920466596,
1556,1556,姍娜,加里歐,4,0.5117,0.5072,0.5497287522603979,0.5496031746031746,
1557,1557,姍娜,勒布朗,4,0.5283,0.4622,0.4939024390243903,0.5299401197604791,
1558,1558,姍娜,卡瑪,4,0.4955,0.4568,0.5062836624775583,0.525,
1559,1559,姍娜,塔里克,4,0.4722,0.3852,0.492436974789916,0.5615711252653929,
1560,1560,姍娜,墨菲特,4,0.5024000000000001,0.4739,0.5753424657534247,0.5459132189707366,
1561,1561,姍娜,好運姐,4,0.6,0.602,0.6282306163021869,0.552423900789177,
1562,1562,姍娜,妮可,4,0.5165,0.3956,0.5555555555555556,0.5417956656346749,
1563,1563,姍娜,威寇茲,4,0.5233,0.4083,0.5539999999999999,0.5238600212089077,
1564,1564,姍娜,娜米,4,0.503,0.472,0.4832775919732442,0.5381263616557734,
1565,1565,姍娜,安妮,4,0.55,0.5102,0.5760171306209849,0.527806925498426,
1566,1566,姍娜,巴德,4,0.4832,0.4798,0.4835355285961872,0.5147808358817534,
