,Unnamed: 0,summoner_a,summoner_b,position,win_rate,lane_kill_rate,kda,kill_participate,damage
39,39,伊澤瑞爾,犽宿,2,0.3947,0.3233,0.4813084112149533,0.4675925925925926,0.5166184045306614
40,40,伊澤瑞爾,瑟雷西,4,0.2727,0.4095,0.33744855967078186,0.4970414201183432,
41,41,伊澤瑞爾,賽勒斯,2,0.5068,0.4821,0.4728033472803347,0.4853387259858442,0.5658559165123717
42,42,伊澤瑞爾,逆命,2,0.4096,0.6981,0.44061302681992337,0.4887218045112782,0.5886635216360545
43,43,伊澤瑞爾,阿璃,2,0.3182,0.4304,0.3663967611336033,0.4828349944629014,0.5370516216796735
44,44,伊瑞莉雅,伊澤瑞爾,2,0.4423,0.6723,0.4701834862385321,0.4963119072708114,0.4113983318452057
45,45,伊瑞莉雅,伊羅旖,0,0.482,0.5920000000000001,0.5294117647058824,0.5247657295850067,0.4645785850231444
46,46,伊瑞莉雅,克雷德,0,0.4791,0.5512,0.4240963855421687,0.4681093394077449,0.531430175008929
47,47,伊瑞莉雅,克雷德,2,0.42,0.5286,0.4202586206896552,0.493570722057369,0.5382794935510591
48,48,伊瑞莉雅,克黎思妲,0,0.5165,0.6117,0.5918918918918918,0.5104895104895105,0.4812950375632442
49,49,伊瑞莉雅,凱爾,0,0.445,0.7347,0.5126262626262625,0.5294117647058822,0.5305274971941638
50,50,伊瑞莉雅,凱能,0,0.4754,0.7315,0.4867724867724868,0.5115995115995116,0.5132319515099036
51,51,伊瑞莉雅,剛普朗克,0,0.5529000000000001,0.6794,0.508641975308642,0.5083932853717026,0.4980805637358015
52,52,伊瑞莉雅,加里歐,2,0.4441,0.6805,0.3678861788617887,0.4596527068437181,0.48849746309963105
53,53,伊瑞莉雅,劫,2,0.4633,0.5916,0.4275534441805226,0.4807280513918629,0.4550915469268105
54,54,伊瑞莉雅,勒布朗,2,0.4492,0.5484,0.3547008547008547,0.4689203925845147,0.4829222990403467
55,55,伊瑞莉雅,卡特蓮娜,2,0.4451,0.5958,0.4373576309794988,0.4767206477732793,0.4857484907919203
56,56,伊瑞莉雅,卡瑪,0,0.5,0.6118,0.4168618266978921,0.4523809523809524,0.5223506685581479
57,57,伊瑞莉雅,卡莎碧雅,0,0.4559,0.7256999999999999,0.5095367847411445,0.5098522167487686,0.4987201717446949
58,58,伊瑞莉雅,卡莎碧雅,2,0.4065,0.6315,0.4674698795180722,0.4972796517954298,0.4749490204176454
59,59,伊瑞莉雅,卡薩丁,2,0.5144,0.7651,0.4866071428571429,0.5,0.5133566808967509
