,top_win_rate,top_lane_kill_rate,top_kda,top_kill_participate,top_damage,jg_win_rate,jg_kda,jg_kill_participate,jg_damage,mid_win_rate,mid_lane_kill_rate,mid_kda,mid_kill_participate,mid_damage,adc_win_rate,adc_lane_kill_rate,adc_kda,adc_kill_participate,adc_damage,sup_win_rate,sup_lane_kill_rate,sup_kda,sup_kill_participate,result
0,0.5165,0.535,0.5714285714285714,0.5298507462686567,0.5495195245236905,0.5069,0.4856596558317399,0.48953140578265203,0.509276164674009,0.5049,0.3311,0.49800000000000005,0.478176527643065,0.48314606741573035,0.49600000000000005,0.5816,0.5133333333333333,0.509783728115345,0.4714700329679619,0.5351,0.4985,0.4362292051756007,0.4917452830188679,1.0
1,0.47140000000000004,0.34869999999999995,0.4123456790123457,0.45386533665835416,0.45222997532567455,0.48950000000000005,0.5326315789473683,0.5145728643216081,0.5100040972411909,0.44170000000000004,0.34619999999999995,0.46808510638297873,0.4959839357429719,0.4665701057858935,0.5135000000000001,0.467,0.5076045627376425,0.5,0.5392208162876986,0.4857,0.5645,0.5515151515151515,0.512987012987013,1.0
2,0.4194,0.5431,0.5072463768115941,0.5211912943871707,0.5139355116873517,0.5064,0.4746450304259635,0.5260223048327138,0.606889748448898,0.4816,0.5345,0.4717391304347826,0.4605116796440489,0.4053020838538804,0.5247999999999999,0.4753,0.5136842105263157,0.5038910505836576,0.45863157894736845,0.5009,0.4878,0.451219512195122,0.4703947368421053,1.0
3,0.519,0.5149,0.5,0.5024813895781638,0.5569294332505015,0.4197,0.4412955465587045,0.49649649649649646,0.4301422605063952,0.4943,0.6709999999999999,0.472,0.5,0.4753753753753754,0.5266,0.5789,0.5085388994307402,0.48756218905472637,0.49639417015482373,0.46020000000000005,0.5368999999999999,0.4280373831775701,0.5207877461706784,1.0
4,0.48810000000000003,0.5154,0.4131455399061033,0.46725860155382914,0.5282372491371596,0.4782,0.49806949806949813,0.5051740357478833,0.45436878964543687,0.5183,0.5476,0.5098901098901099,0.49700000000000005,0.49183881980612526,0.5049,0.5293,0.4961089494163424,0.5091463414634146,0.4422674576020873,0.5073,0.4807,0.5078534031413613,0.4933184855233853,1.0
5,0.49520000000000003,0.395,0.44562334217506633,0.4809590973201692,0.5972873118599519,0.4797,0.5147058823529412,0.5024437927663734,0.4926653667316634,0.5168,0.4335,0.48210526315789476,0.5021276595744681,0.4456841895062653,0.49770000000000003,0.5509000000000001,0.46820809248554923,0.4994984954864594,0.4425155900127609,0.4811,0.5241,0.38294573643410856,0.4940357852882704,0.0
6,0.5582,0.4058,0.4584450402144772,0.4781420765027322,0.5829541261837412,0.5283,0.5631067961165048,0.5023474178403756,0.5109957903904776,0.483,0.2961,0.49090909090909096,0.49539406345957016,0.5556131439825852,0.5173,0.508,0.563953488372093,0.5125523012552301,0.530874724650039,0.4718,0.5373,0.45855379188712525,0.4805194805194805,0.0
7,0.5246000000000001,0.5318,0.5663265306122449,0.5261669024045262,0.44439298709890834,0.46630000000000005,0.4527687296416938,0.505524861878453,0.5559428811423771,0.4676,0.5214,0.4256619144602851,0.4728915662650603,0.4542918886320233,0.5234000000000001,0.4267,0.4433198380566802,0.48547717842323646,0.5234623439075468,0.46630000000000005,0.3886,0.47928994082840237,0.510957324106113,1.0
8,0.49520000000000003,0.395,0.44562334217506633,0.4809590973201692,0.5972873118599519,0.49210000000000004,0.4625850340136054,0.47074010327022375,0.5384930720669017,0.4718,0.48210000000000003,0.554,0.4944275582573455,0.4919085668048953,0.47759999999999997,0.44299999999999995,0.4277108433734939,0.47167868177136973,0.49672044432689766,0.4888,0.45,0.4311740890688259,0.4397244546498278,1.0
9,0.4648,0.5467,0.49719101123595505,0.5192307692307693,0.4329758068394979,0.48460000000000003,0.5358931552587646,0.5307017543859649,0.3971531949754233,0.4711,0.5261,0.5080321285140561,0.49376299376299376,0.48401616285611987,0.5135000000000001,0.467,0.5076045627376425,0.5,0.5392208162876986,0.5278,0.5158,0.5177777777777778,0.47328244274809167,0.0
10,0.4796,0.34240000000000004,0.41265822784810124,0.4645776566757493,0.5558348876814533,0.498,0.4978991596638656,0.480410447761194,0.42625372082983026,0.46490000000000004,0.5519,0.5296442687747035,0.509783728115345,0.5415591120289107,0.5085000000000001,0.5144,0.46376811594202905,0.4797570850202429,0.4464585519412382,0.4586,0.584,0.5052083333333334,0.43783783783783786,0.0
