,result,top_win_rate,top_lane_kill_rate,top_kda,top_kill_participate,top_damage,jg_win_rate,jg_kda,jg_kill_participate,jg_damage,mid_win_rate,mid_lane_kill_rate,mid_kda,mid_kill_participate,mid_damage,adc_win_rate,adc_lane_kill_rate,adc_kda,adc_kill_participate,adc_damage,sup_win_rate,sup_lane_kill_rate,sup_kda,sup_kill_participate
1921,1,0.48100000000000004,0.5943,0.5160493827160494,0.47506234413965087,0.4208110589124683,0.5247999999999999,0.49323017408123787,0.49074975657254144,0.5763364023636114,0.4703,0.5307999999999999,0.5307855626326964,0.5308392315470172,0.49295705521472394,0.49340000000000006,0.4532,0.5317919075144508,0.5005015045135407,0.5543538748155138,0.4893,0.5383,0.4726477024070022,0.5113759479956663
1922,0,0.5113000000000001,0.5278,0.5427807486631016,0.5165562913907285,0.5210967883961549,0.4905,0.47551020408163264,0.48129921259842523,0.5522913816689466,0.4798,0.4171,0.5061475409836065,0.5130687318489836,0.48683246201201935,0.5039,0.5892000000000001,0.5274509803921569,0.5257623554153523,0.5121266926358746,0.4891,0.4199,0.33181126331811267,0.48253968253968255
1923,0,0.5231,0.3436,0.48828125,0.49526066350710896,0.4847512457280008,0.5381,0.4931237721021611,0.4790243902439025,0.47232262287617044,0.4798,0.4171,0.5061475409836065,0.5130687318489836,0.48683246201201935,0.5267000000000001,0.544,0.538,0.5247422680412371,0.5485418314494935,0.5025999999999999,0.5081,0.51953125,0.524644030668127
1924,1,0.5049,0.4782,0.5859728506787331,0.5235732009925559,0.4596326915027208,0.5,0.5,0.5,0.5,0.4843,0.2404,0.4792387543252596,0.48648648648648646,0.39037025750419013,0.48360000000000003,0.5347,0.5038910505836576,0.509594882729211,0.46906804142038133,0.5131,0.5077,0.5584677419354839,0.5283842794759825
1925,0,0.526,0.5516,0.5681233933161954,0.522697795071336,0.5046922823969848,0.5224,0.4645669291338582,0.512962962962963,0.5861610946819709,0.4737,0.5652,0.4615384615384615,0.5280641466208476,0.5674235697069644,0.4961,0.4108,0.4725490196078432,0.4742376445846478,0.4878733073641254,0.4786,0.46340000000000003,0.503006012024048,0.5165929203539823
1926,1,0.5075999999999999,0.4719,0.4924623115577889,0.5100250626566416,0.5331056671934974,0.47520000000000007,0.5067698259187621,0.5092502434274586,0.4236635976363886,0.4798,0.4171,0.5061475409836065,0.5130687318489836,0.48683246201201935,0.5,0.5,0.5,0.5,0.5,0.4679,0.5529999999999999,0.5042301184433164,0.44502617801047123
1927,1,0.46409999999999996,0.3933,0.46437346437346433,0.4786036036036036,0.4768709307712941,0.49820000000000003,0.5456431535269709,0.531219028741328,0.5345067317801064,0.5192,0.6075,0.5867924528301887,0.5195797516714422,0.4010172699313934,0.4618,0.5256000000000001,0.5093555093555093,0.4917234664070107,0.42471971313149653,0.4891,0.5778,0.4283088235294118,0.4852420306965762
1928,0,0.4707,0.4579,0.40789473684210525,0.46658415841584155,0.4843960863697706,0.4936,0.5,0.502,0.46953000531067446,0.5128,0.4241,0.576017130620985,0.5158898305084746,0.48554927872490666,0.4789,0.39149999999999996,0.44488188976377946,0.4838709677419355,0.4732082466995666,0.5219,0.4387,0.42363877822045154,0.4802784222737819
1929,1,0.5287,0.6142,0.5411764705882353,0.501187648456057,0.4568615453078934,0.5109,0.4836223506743738,0.5370036101083032,0.6504002264947366,0.4802,0.4495,0.36486486486486486,0.46491228070175444,0.5025284946940914,0.5125,0.5617,0.5916824196597353,0.5301944728761515,0.49112934740132863,0.47340000000000004,0.3753,0.4772277227722772,0.5098265895953757
1930,0,0.4842,0.5975,0.3968253968253968,0.4553775743707093,0.5176329394387001,0.5102,0.5265151515151515,0.5057361376673041,0.504045834690996,0.4167,0.39549999999999996,0.4031311154598826,0.4953656024716787,0.43165943994702777,0.48240000000000005,0.5434,0.493801652892562,0.4877049180327869,0.4522391125718981,0.5856,0.4939,0.6231060606060606,0.5148842337375965
